,Age,Height ,Weight,BMI,SmokingHistory ,Fasting Plasma Glucose,2-hour Postprandial Plasma Glucose,Fasting C-peptide,2-hour Postprandial C-peptide,Fasting Insulin,2-hour Postprandial insulin,HbA1c,Glycated Albumin,Total Cholesterol,Triglyceride,High-Density Lipoprotein Cholesterol,Low-Density Lipoprotein Cholesterol,Creatinine,Estimated Glomerular Filtration Rate ,Uric Acid ,Blood Urea Nitrogen,Duration of diabetes,Alcohol Drinking History ,Vascular Complications,HypoglycemicAgents,OtherAgents,Gender ,Hypoglycemia 
Age,0.0,0.08430963,0.0,0.050280705,0.07904085,0.0,0.0,0.0,0.061414585,0.045853898,0.0,0.0,0.0,0.059315145,0.052470136,0.049309157,0.07523853,0.06840741,0.094184,0.10202471,0.0,0.0,0.10915433,0.0,0.0,0.0,0.0,0.06899699
Height ,0.038304165,0.0,0.0,0.0,0.03500034,0.0,0.0,0.0,0.05061804,0.022085598,0.0,0.0020995752,0.029457306,0.050031483,0.0,0.013998654,0.07897245,0.067534894,0.31603086,0.0,0.0,0.0,0.08373221,0.0,0.08073,0.0,0.1314044,0.0
Weight,0.0,0.0,0.0,0.02504319,0.0,0.0,0.0,0.0,0.04704307,0.0,0.03555935,0.0,0.056645896,0.0,0.030193849,0.0,0.10210662,0.06234501,0.5694047,0.0,0.0,0.0,0.06099802,0.0,0.0,0.010660283,0.0,0.0
BMI,0.07377798,0.0,0.07818239,0.0,0.0,0.109436296,0.16343454,0.123910405,0.0,0.0,0.11972028,0.0,0.0,0.0,0.10087378,0.0,0.0,0.0,0.0,0.13717206,0.0,0.0,0.0,0.0,0.0,0.09349229,0.0,0.0
SmokingHistory ,0.060778648,0.05923834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066659595,0.0,0.0,0.039153658,0.02841221,0.0,0.05687053,0.3765937,0.0654122,0.0,0.06607418,0.11869804,0.0,0.0,0.0,0.049207423,0.07289507
Fasting Plasma Glucose,0.0,0.0,0.0,0.10174193,0.0,0.0,0.10903437,0.05092793,0.07135877,0.0,0.107783504,0.0,0.0,0.0,0.08387493,0.0,0.10825813,0.0,0.0,0.10133496,0.0,0.059534214,0.0,0.032319326,0.07196164,0.101870306,0.0,0.0
2-hour Postprandial Plasma Glucose,0.0,0.0,0.0,0.038998947,0.0,0.027985552,0.0,0.019076478,0.0,0.0,0.028283726,0.8528391,0.00973217,0.0,0.005976235,0.0,0.0,0.0,0.0,0.0,0.0,0.017107747,0.0,0.0,0.0,0.0,0.0,0.0
Fasting C-peptide,0.0,0.0,0.0,0.12592556,0.0,0.055670295,0.08124474,0.0,0.10463551,0.06841365,0.108126864,0.0,0.13564299,0.0,0.17100833,0.0,0.0646644,0.0,0.0,0.0,0.0,0.0,0.0,0.08466767,0.0,0.0,0.0,0.0
2-hour Postprandial C-peptide,0.05671331,0.10288451,0.092427894,0.0,0.0,0.048305523,0.0,0.064797916,0.0,0.0,0.0,0.0,0.0,0.042038586,0.0,0.0,0.107798256,0.15472735,0.0,0.0,0.0,0.0,0.14604416,0.03781433,0.09456804,0.051880185,0.0,0.0
Fasting Insulin,0.05467556,0.057963856,0.0,0.0,0.0,0.0,0.0,0.054705158,0.0,0.0,0.035878003,0.0,0.09502013,0.096435346,0.0,0.0,0.09190093,0.073327266,0.0,0.0,0.0,0.0,0.09033345,0.08958392,0.091201894,0.03639503,0.032284386,0.100295134
2-hour Postprandial insulin,0.0,0.0,0.08634744,0.093120225,0.0,0.0901758,0.09219424,0.08275682,0.0,0.034341,0.0,0.0,0.090315945,0.0,0.13629377,0.0,0.08027465,0.0,0.0,0.0,0.0,0.0,0.0,0.0412672,0.0,0.11263522,0.0,0.060277764
